Age,Height,FCVC,NCP,CH2O,FAF,TUE,family_history_with_overweight,FAVC,CAEC,SMOKE,SCC,CALC,MTRANS,NObeyesdad
25.0,1.61,2.0,3.0,1.0,2.0,1.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.19291,1.7,2.54527,3.0,2.269564,0.503122,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.506389,1.824449,2.793561,3.788602,2.429059,2.094542,0.393358,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.0,1.7,3.0,1.0,1.0,1.0,0.0,0,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
21.02497,1.666203,3.0,3.0,2.593459,2.0,1.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
21.872484,1.699998,2.0,2.970675,2.0,0.0,0.169294,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
17.570089,1.7,2.097373,2.547086,1.538626,1.0,0.761898,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
27.0,1.85,2.0,1.0,2.0,1.0,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
19.0,1.8,3.0,3.0,2.0,1.0,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.478662,1.858265,2.028571,3.0,2.530428,1.31257,0.066805,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
35.217173,1.823168,2.0,2.9948,1.290979,0.87599,0.85405,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
46.491859,1.718097,2.129969,3.0,1.568035,0.870127,0.0,1,1,Sometimes,0,0,no,other_vehicles,0.0
31.965402,1.840708,2.333503,1.820779,2.559265,1.327193,0.481357,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
24.657598,1.7088,2.689577,2.714115,2.279214,0.970661,0.828549,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.748627,1.66877,3.0,3.0,1.526416,0.180158,0.747909,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
23.0,1.774644,2.312825,3.0,2.073497,0.614466,0.579541,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
22.87795,1.66913,2.290095,2.590283,2.506296,0.312254,1.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
18.0,1.806827,2.0,1.24884,2.416213,1.0,1.546738,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
19.0,1.75,2.0,3.0,2.0,2.0,0.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
22.524036,1.752206,3.0,3.0,2.054193,1.414209,0.646288,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
25.470652,1.680218,3.0,3.0,1.423073,0.197993,0.763359,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.009437,1.60681,2.0,3.156309,3.0,1.179592,0.086868,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.0,1.767058,2.708965,3.0,1.873004,1.21718,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
30.079371,1.810616,2.0,3.0,1.622638,0.033745,0.105895,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.997335,1.65,2.0,3.0,2.0,0.527341,2.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
23.806789,1.732492,2.992205,3.0,2.413813,0.458237,0.688293,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.874658,1.713343,2.507841,3.648194,1.279756,0.132629,1.82753,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
15.0,1.65,3.0,3.0,1.0,3.0,2.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.693989,1.627908,1.918251,1.355752,1.998108,0.0,1.382906,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.276272,1.6066934,2.628791,2.6387457999999997,1.512035,0.303722,0.8234402000000001,0,1,Sometimes,0,1,Sometimes_Frequently_Always,Public_Transport_Walking,0.2
33.690239,1.681842,3.0,2.679724,1.999737,1.747347,0.681773,1,1,Sometimes,0,0,no,other_vehicles,0.0
21.0,1.72,2.0,3.0,1.0,1.0,0.0,0,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
19.137495,1.716521,3.0,3.0,1.313834,0.912334,0.707494,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.700876,1.68838,3.0,3.0,1.353167,1.093679,0.534553,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.71,3.0,3.0,2.0,1.0,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
24.0,1.7,2.0,3.0,3.0,0.0,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
24.001889,1.614075,2.880483,1.703299,1.006378,1.076729,1.058007,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
20.102241,1.816868,3.0,3.0,2.414739,1.917014,0.927982,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
40.564513,1.748015,2.310751,3.220181,1.006643,1.15804,0.0,1,1,Sometimes,0,0,no,other_vehicles,1.0
30.684347,1.915,2.108638,3.0,1.014876,0.987521,0.047473,1,1,Sometimes,1,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
29.08107,1.674568,2.0,3.0,1.701835,1.682271,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
22.0,1.65,2.0,3.0,2.0,3.0,2.0,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
25.483381,1.565288,2.0,1.0,1.0,0.740633,0.0,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
25.0,1.71,2.0,3.0,2.0,0.0,0.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
17.000752,1.822084,2.559571,3.047959,2.0,2.011646,0.588994,1,1,Sometimes,0,0,no,other_vehicles,0.0
33.293166,1.696412,2.679664,2.415522,1.0,1.987296,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
18.426619,1.777108,2.0,3.092116,2.426465,2.0,1.839862,1,1,Sometimes,0,0,no,other_vehicles,0.0
33.100581,1.838791,2.814453,2.608055,1.85916,2.0,0.516084,0,1,Sometimes,0,0,no,other_vehicles,0.0
25.139466,1.767186,1.443674,3.0,2.002194,1.386151,0.001337,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
30.200946,1.755926,2.317734,3.0,2.152736,0.0,1.108145,1,1,Sometimes,0,0,no,other_vehicles,1.0
22.909992,1.700038,2.0,3.0,2.0,0.973114,1.540298,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
31.333798,1.835381,2.0,3.0,1.18423,0.155579,0.453404,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.69858,1.816298,2.341133,1.578521,2.0,2.0,0.554072,0,1,Sometimes,0,0,no,other_vehicles,0.0
19.86997,1.520997,2.8548008000000005,1.0,1.527036,0.0217896,0.860497,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.036269,1.8314742,2.5440914,2.9317674,2.960088,1.356468,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
30.958051,1.906821,2.633855,3.0,1.619305,1.847802,0.424612,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
19.97166,1.822573,2.995599,3.095663,2.568157,2.7243,0.330457,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
23.603191,1.714508,2.319776,2.884848,2.154898,0.325534,0.954216,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.0,1.78,3.0,3.0,2.0,3.0,2.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
27.203299199999996,1.756221,2.619987,3.0,2.2737282000000003,1.076926,0.5231792,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.203917,1.853325,2.883745,3.595761,2.0,2.077653,0.714701,1,1,Sometimes,0,0,no,other_vehicles,0.0
19.443639,1.744733,2.442536,3.0,2.825629,3.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.991886,1.580968,3.0,3.0,1.003563,0.008127,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.0,1.72,2.0,3.0,2.0,0.0,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
24.679807,1.7,2.0,3.0,2.020424,0.0,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
17.039058,1.799902,2.0,3.0,3.0,1.04729,0.933802,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.871794,1.586895,2.0,1.07976,1.0,0.194745,1.547086,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.0,1.7,3.0,3.0,3.0,3.0,1.0,1,1,Sometimes,0,1,no,Public_Transport_Walking,0.0
23.47007,1.842906,3.0,2.701689,2.738485,0.992253,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.781543,2.052932,3.0,2.0,0.520408,1.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
24.408805,1.779547,2.736298,2.992903,2.045561,0.854957,0.428452,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.825962,1.793378,2.0,3.0,1.155384,0.003938,0.526999,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.412629,1.692043,2.0,3.0,2.0,0.0,0.931721,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
19.725718,1.746529,3.0,3.0,2.250711,0.64235,0.685129,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.0,1.8,2.0,3.0,2.0,0.0,1.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,1.0
25.996716,1.62658,3.0,3.0,2.347322,0.008013,0.503896,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
22.926352,1.715597,2.449267,3.647154,1.266018,0.866045,0.097234,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
19.665881,1.676346,2.720701,3.0,2.0,1.862235,1.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.0,1.630927,3.0,3.0,2.444125,0.0,0.26579,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.362129,1.80671,2.424977,4.0,2.0,2.0,0.03921,1,1,Sometimes,0,0,no,other_vehicles,0.0
20.796266,1.796538,3.0,3.0,2.322003,0.886602,0.843283,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.491272,1.834637,2.943749,4.0,2.0,2.0,0.128895,1,1,Sometimes,0,0,no,other_vehicles,0.0
19.0,1.67,2.0,3.0,2.0,1.0,0.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
20.871153,1.690614,3.0,3.0,1.154698,1.71836,0.959218,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.199321,1.8104481999999997,2.5467910000000002,3.0,2.8459060000000003,1.3127378,0.5542224,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
24.0,1.56,1.0,3.0,2.0,0.0,2.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.077356,1.702002,2.0,1.66338,2.0,0.0,1.865851,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
23.0,1.7425,2.393837,3.0,2.01499,0.978815,0.41322,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.0,1.63,1.0,3.0,2.0,0.0,2.0,1,1,Frequently_Always,0,0,no,other_vehicles,0.0
18.721041,1.775626,1.687569,2.756405,2.079131,2.931527,0.68173,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
22.090319,1.65,2.4,3.0,2.0,0.6258326000000001,1.1802714,1,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.084317,1.851123,3.0,3.994588,2.548527,1.285976,0.267076,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
16.913841,1.634832,2.061969,3.0,1.229171,2.392047,1.256119,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
34.204408,1.664927,2.0,3.0,2.641642,0.285889,1.50301,1,1,Sometimes,0,0,no,other_vehicles,0.0
19.47219,1.793824,3.0,3.0,2.069257,1.986646,0.947091,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.0,1.74,2.0,3.0,2.0,2.0,0.0,0,0,Sometimes,0,0,no,other_vehicles,0.0
24.163526,1.64603,3.0,3.590039,2.7305,0.107078,0.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
26.0,1.616975,3.0,3.0,2.653563,0.0,0.55415,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.403421,1.716308,2.0,3.0,2.0,2.936551,1.40913,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
42.189023,1.647768,2.0,3.0,1.0,0.0,1.48189,1,1,Sometimes,0,0,no,other_vehicles,0.0
20.323767,1.774207,3.0,3.0,2.816052,1.571865,0.688058,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.6921012000000002,1.202075,3.0,1.927976,0.023574,1.747256,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.0,1.626503,3.0,3.0,2.708927,0.0,0.278962,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
40.654155,1.52906,2.0,3.0,1.0,0.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
18.0,1.67,3.0,3.0,2.0,0.0,0.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
36.726617,1.787521,2.031185,2.992606,2.852254,2.00123,0.36037,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
21.704699,1.787614,3.0,3.0,2.531456,1.980738,0.835771,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
25.986185,1.663632,3.0,3.0,1.626467,0.010183,0.412806,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
36.0,1.65,2.0,3.0,1.0,0.0,2.0,1,1,Sometimes,0,0,no,other_vehicles,0.0
18.0,1.707259,1.786841,3.0,1.546856,0.512094,1.608265,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.768834,1.733383,3.0,3.0,1.485736,1.950374,0.869238,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
37.0,1.65,3.0,3.0,2.0,1.0,0.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
25.954511,1.623514,3.0,3.0,2.217348,0.001015,0.481031,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
19.0,1.74,3.0,1.0,3.0,3.0,1.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
33.0,1.72,2.0,1.0,2.0,3.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
25.909353,1.644078,3.0,3.0,1.029241,0.075776,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.633056,1.754174,3.0,3.0,1.94595,1.493018,0.906611,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
16.496978,1.691206,2.0,1.630846,2.975528,0.548991,0.369134,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.895546,1.626179,3.0,3.0,1.967707,0.01437,0.434073,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
25.982261,1.629225,3.0,3.0,2.556068,0.01682,0.58284,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
23.0,1.68,2.0,3.0,1.0,0.0,0.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
40.973007,1.749405,2.176317,2.986637,1.015672,0.94141,0.0,1,1,Sometimes,0,0,no,other_vehicles,1.0
21.0,1.55,2.0,4.0,2.0,2.0,0.0,0,1,Frequently_Always,0,1,Sometimes_Frequently_Always,other_vehicles,0.0
21.001969,1.736215,3.0,3.0,1.657541,1.672639,0.629285,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
37.056193,1.75015,2.09283,3.0,2.077704,0.598655,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
19.034033,1.703098,2.0,2.391753,2.0,0.0,1.119877,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.0,1.56,2.0,3.0,1.0,2.0,0.0,0,1,Sometimes,0,1,no,Public_Transport_Walking,0.0
30.188303,1.758382,1.387489,3.0,2.017712,0.0,0.731257,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
22.0,1.64,2.0,3.0,2.0,3.0,0.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.283082,1.870931,2.0,2.799979,1.081333,0.444347,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.0,1.62,1.0,3.0,2.0,0.0,1.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
22.717943,1.59559,2.596579,1.10548,1.490613,0.345684,0.0,0,0,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
26.0,1.641209,3.0,3.0,2.621877,0.0,0.153669,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
22.4910926,1.62,3.0,3.0,2.0,1.0,0.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.2
22.0,1.65,3.0,3.0,2.0,1.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
23.0,1.6,2.0,1.0,2.0,1.0,0.0,1,1,Sometimes,1,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
30.702559,1.86198,2.927187,3.0,1.508796,0.902776,1.015467,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
31.793937,1.65015,2.372494,2.849848,1.028538,0.675983,0.303025,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
30.0,1.92,2.0,3.0,1.0,1.0,0.0,1,0,Sometimes,1,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.225396,1.550648,3.0,2.857787,1.0,0.754646,0.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.236087,1.62,2.22399,1.0,2.20312,0.104451,1.899073,1,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
18.233541,1.792378,3.0,3.0,2.838893,1.990317,0.735868,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.607478,1.793174,2.002076,3.0,2.338373,0.897562,0.081156,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
24.196367,1.697421,3.0,3.0,2.909675,0.360908,0.573887,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.924956,1.752531,3.0,3.0,2.887659,1.480919,0.779641,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.0,1.640745,3.0,3.0,2.666178,0.0,0.276907,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
39.214514,1.580765,2.487167,3.0,2.396977,0.577063,0.435072,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
21.0,1.88,3.0,3.0,3.0,2.0,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.884722,1.622787,1.754401,1.0,2.0,0.0,0.301909,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
21.0,1.8,2.1317888,3.0,1.0,2.0,0.41359699999999994,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.2
24.473062,1.653751,1.492834,3.0,1.005367,0.922739,0.733221,1,1,Sometimes,0,0,no,other_vehicles,1.0
22.200779,1.769328,2.685484,3.0,2.649459,1.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
22.676243,1.620938,1.967061,1.0,2.548651,0.249264,1.516731,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
19.0,1.6,2.0,3.0,2.0,0.0,1.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.208134,1.7,2.784383,3.0,2.165605,0.855973,0.839659,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
18.0,1.62,2.0,3.0,1.0,1.0,1.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
23.0,1.6,2.0,4.0,2.0,2.0,1.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
21.196152,1.65,2.4277,1.001633,3.0,1.172641,1.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
42.31607,1.583943,2.490507,2.974204,1.846754,0.0,0.0,1,1,Sometimes,0,0,no,other_vehicles,1.0
25.027254,1.757154,1.264234,3.0,2.0,1.333435,0.002168,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.62,2.0,1.0,1.0,0.0,2.0,0,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
25.461411,1.7,2.661556,3.0,3.0,0.55181,0.658783,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
38.0,1.7,3.0,3.0,2.0,0.0,0.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
30.553097,1.780448,2.0,1.178708,1.791286,0.893362,0.276364,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
37.455752,1.508908,2.048582,1.047197,2.0,0.15136,0.22596,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
26.0,1.618867,3.0,3.0,2.618198,0.0,0.380695,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.210933,1.819557,2.5596,4.0,2.0,2.0,0.331483,1,1,Sometimes,0,0,no,other_vehicles,0.0
20.941943,1.812963,3.0,3.0,2.641489,0.481555,0.735201,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
43.726081,1.592316,2.0,3.0,2.806922,0.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
30.577944,1.783953,2.341999,3.0,2.299878,0.565242,0.921991,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
18.0,1.72,2.0,3.0,2.0,0.0,2.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.993154,1.609401,3.0,3.0,2.613504,0.067985,0.778632,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.0,1.61,3.0,3.0,2.0,0.0,1.0,1,0,Frequently_Always,0,1,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
38.943282,1.554728,2.869436,3.0,2.972426,2.16079,0.305954,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
18.603496,1.681719,1.524428,3.0,1.383831,0.130417,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.0,1.63,3.0,3.0,2.0,2.0,0.0,1,1,Frequently_Always,1,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
36.839761,1.74285,2.541785,2.902639,1.0,1.668961,0.0,1,1,Sometimes,0,0,no,other_vehicles,1.0
21.0,1.63,2.0,1.0,1.0,1.0,1.0,0,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
20.345161,1.534385,2.88853,1.0,1.0,0.0,0.196224,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
20.0,1.56,2.0,3.0,2.0,3.0,0.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.591026,1.650012,2.983851,1.068443,2.854161,1.103209,1.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
23.0,1.72,2.0,3.0,2.0,3.0,1.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
37.532066,1.615385,2.972426,3.0,1.636326,0.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
29.970445,1.610863,2.059138,3.904858,2.0,0.821977,0.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
19.59904,1.566501,2.967853,1.0,1.131185,0.0,0.504176,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.018228,1.627396,2.0,1.0,2.976177,0.780117,0.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.920738,1.823755,2.92711,3.0,2.151496,1.166064,1.509831,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.947786,1.647807,2.935157,1.845858,1.0,1.089891,0.715993,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.0,1.78,2.7239974,2.6010782,2.0,1.4153852,0.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.2
21.180346,1.773766,2.010684,1.322087,2.0,0.540397,0.973834,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.0,1.67,2.0,3.0,2.0,1.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
29.0,1.6,2.3759136,3.0,1.0,0.0,1.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.4
23.975685,1.840039,2.598207,2.849347,2.006167,1.52001,0.295685,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
22.936098,1.702825,2.0,3.0,1.746197,0.455216,0.335158,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
38.683794,1.501993,2.0,3.0,1.0,0.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
19.329542,1.767335,2.0,4.0,2.157395,2.0,1.679149,1,1,Sometimes,0,0,no,other_vehicles,0.0
27.0,1.7,3.0,3.0,3.0,1.0,1.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
